target_name,transaction_id,"Announced Date
MM/dd/yyyy",transaction_type,transaction_status,transaction_value_usd_m,buyer_name,seller_name,gics_industry,pct_equity_acquired,"Implied Enterprise Value/ Total Revenue
(x)",target_ebitda_usd_m,"Total Transaction Value
($M).1",change_in_control,ev_ebitda_multiple,target_company_type,geography,buyer_company_type,"Company Type
(Seller)",sector_tag
Andeavor Logistics LP,SPTRD1572357,2019-05-08 00:00:00,M&A - Minority,Completed,2901.146252,MPLX LP (NYSE:MPLX),Andeavor Logistics LP (:ANDX),Oil and Gas Storage and Transportation,36.42,6.11425200294118,1287.0,2901.146252,No,7.49,,United States and Canada,MPLX LP (Public Company),,energy
Antero Midstream Partners LP,SPTRD1492510,2018-10-09 00:00:00,M&A - Whole,Completed,6016.759612,Antero Midstream Corporation (NYSE:AM),Antero Resources Corporation (NYSE:AR),Oil and Gas Storage and Transportation,100.0,7.67500420900765,777.863,6016.759612,Yes,12.38,,United States and Canada,Antero Midstream Corporation (Public Company),Antero Resources Corporation (Public Company),energy
"Archrock Partners, L.P.",SPTRD1134581,2018-01-02 00:00:00,M&A - Whole,Completed,2004.073963,"Archrock, Inc. (NYSE:AROC)","Archrock Partners, L.P. (:APLP)",Oil and Gas Equipment and Services,57.7,4.33695390518078,243.75,2004.073963,Yes,14.79,,United States and Canada,"Archrock, Inc. (Public Company)",,energy
"Atlas Energy, Inc.",SPTRD155235,2010-11-09 00:00:00,M&A - Whole,Completed,4279.597,Chevron Corporation (NYSE:CVX),Arkhan Corporation (:ATLS),Oil and Gas Exploration and Production,100.0,,478.253,4279.597,Yes,8.95,,United States and Canada,Chevron Corporation (Public Company),,energy
"Atlas Energy, L.P.",SPTRD197577,2014-10-13 00:00:00,M&A - Whole,Completed,8140.56075,Targa Resources Corp. (NYSE:TRGP),Targa Energy LP (:ATLS),Oil and Gas Storage and Transportation,100.0,2.40264112915435,150.213,8140.56075,Yes,16.2,,United States and Canada,Targa Resources Corp. (Public Company),,energy
"Boardwalk Pipeline Partners, LP",SPTRD1455615,2018-06-29 00:00:00,M&A - Minority,Completed,1504.010427,Loews Corporation (NYSE:L),"Boardwalk Pipeline Partners, LP (:BWP)",Oil and Gas Storage and Transportation,49.825111,5.2417344539117,792.0,1504.010427,No,3.92,,United States and Canada,Loews Corporation (Public Company),,energy
"Chesapeake Midstream Partners, L.P.",SPTRD164416,2012-06-08 00:00:00,M&A - Minority,Completed,2548.606,"Global Infrastructure Management, LLC",Expand Energy Corporation (NASDAQGS:EXE),Oil and Gas Storage and Transportation,46.18,,384.156,2548.606,Yes,14.37,,United States and Canada,,Expand Energy Corporation (Public Company),energy
CNX Midstream Partners LP,SPTRD1756986,2020-07-27 00:00:00,M&A - Minority,Completed,384.826243,CNX Resources Corporation (NYSE:CNX),CNX Midstream Partners LP (:CNXM),Oil and Gas Storage and Transportation,46.915038,5.11261210230983,235.667,384.826243,No,3.23,,United States and Canada,CNX Resources Corporation (Public Company),,energy
Crestwood Equity Partners LP,SPTRD2040127,2023-08-16 00:00:00,M&A - Whole,Completed,9370.996638,Energy Transfer LP (NYSE:ET),Crestwood Equity Partners LP (:CEQP),Oil and Gas Storage and Transportation,100.0,1.70011589316988,811.6,9370.996638,Yes,11.83,,United States and Canada,Energy Transfer LP (Public Company),,energy
"DCP Midstream, LP",SPTRD1978047,2022-08-17 00:00:00,M&A - Minority,Completed,9067.664934,Phillips 66 (NYSE:PSX),"DCP Midstream, LP (:DCP)",Oil and Gas Storage and Transportation,43.49,0.919721000723875,1823.0,9067.664934,Yes,12.29,,United States and Canada,Phillips 66 (Public Company),,energy
"Dominion Energy Midstream Partners, LP",SPTRD1484057,2018-09-19 00:00:00,M&A - Minority,Completed,1178.814614,"Dominion Energy, Inc. (NYSE:D)","Northeast Midstream Partners, LP (:DM)",Oil and Gas Storage and Transportation,39.061736,13.6373439845388,538.2,1178.814614,,5.93,,United States and Canada,"Dominion Energy, Inc. (Public Company)",,energy
Duncan Energy Partners L.P.,SPTRD158655,2011-04-29 00:00:00,M&A - Minority,Completed,1477.165,Enterprise Products Partners L.P. (NYSE:EPD),Duncan Energy Partners LP (:DEP),Oil and Gas Storage and Transportation,41.96,,294.0,1477.165,,12.18,,United States and Canada,Enterprise Products Partners L.P. (Public Company),,energy
El Paso Corporation,SPTRD160295,2011-10-16 00:00:00,M&A - Whole,Completed,35508.694731,"Kinder Morgan, Inc. (NYSE:KMI)",El Paso LLC (:EP),Oil and Gas Storage and Transportation,100.0,,2567.0,35508.694731,Yes,11.76,,United States and Canada,"Kinder Morgan, Inc. (Public Company)",,energy
"El Paso Pipeline Partners, L.P.",SPTRD196195,2014-08-10 00:00:00,M&A - Whole,Completed,9171.884546,"Kinder Morgan, Inc. (NYSE:KMI)","El Paso Pipeline Partners, L.P. (:EPB)",Oil and Gas Storage and Transportation,58.0,8.41734315451505,1108.0,9171.884546,Yes,13.43,,United States and Canada,"Kinder Morgan, Inc. (Public Company)",,energy
"Enable Midstream Partners, LP",SPTRD1804820,2021-02-17 00:00:00,M&A - Whole,Completed,7496.609183,Energy Transfer LP (NYSE:ET),"Enable Midstream Partners, LP (:ENBL)",Oil and Gas Storage and Transportation,100.0,,1052.0,7496.609183,Yes,10.68,,United States and Canada,Energy Transfer LP (Public Company),,energy
"Enbridge Energy Partners, L.P.",SPTRD1438444,2018-05-17 00:00:00,M&A - Whole,Completed,14419.10825,Enbridge Inc. (TSX:ENB),"Enbridge Energy Partners, L.P. (:EEP)",Oil and Gas Storage and Transportation,66.057822,6.6930635836163,1629.4,14419.10825,Yes,13.54,,United States and Canada,Enbridge Inc. (Public Company),,energy
"Energy Transfer Partners, L.P.",SPTRD1467861,2018-08-01 00:00:00,M&A - Whole,Completed,67441.166711,Energy Transfer LP (NYSE:ET),"Energy Transfer Operating, L.P. (:ETP)",Oil and Gas Storage and Transportation,97.64,2.08980506948577,6268.0,67441.166711,Yes,12.69,,United States and Canada,Energy Transfer LP (Public Company),,energy
"EnLink Midstream, LLC",SPTRD2100455,2024-08-28 00:00:00,M&A - Minority,Completed,2997.927382,"ONEOK, Inc. (NYSE:OKE)","Global Infrastructure Management, LLC",Oil and Gas Storage and Transportation,43.0,1.92573430009658,1243.6,2997.927382,No,5.49,,United States and Canada,"ONEOK, Inc. (Public Company)",,energy
"EnLink Midstream, LLC",SPTRD2116339,2024-11-24 00:00:00,M&A - Whole,Completed,9524.33443,"ONEOK, Inc. (NYSE:OKE)","EnLink Midstream, LLC (:ENLC)",Oil and Gas Storage and Transportation,56.16877,2.03972048991311,1243.6,9524.33443,Yes,14.55,,United States and Canada,"ONEOK, Inc. (Public Company)",,energy
Enterprise GP Holdings L.P.,SPTRD154324,2010-09-07 00:00:00,M&A - Whole,Completed,21446.38,Enterprise Products Partners L.P. (NYSE:EPD),Enterprise ETE LLC (:EPE),Oil and Gas Storage and Transportation,100.0,,3190.0,21446.38,Yes,6.83,,United States and Canada,Enterprise Products Partners L.P. (Public Company),,energy
Equitrans Midstream Corporation,SPTRD2071527,2024-03-11 00:00:00,M&A - Whole,Completed,14258.904175,EQT Corporation (NYSE:EQT),Equitrans Midstream Corporation (:ETRN),Oil and Gas Storage and Transportation,100.0,10.1338202419205,1281.285,14258.904175,Yes,11.7,,United States and Canada,EQT Corporation (Public Company),,energy
Green Plains Partners LP,SPTRD2024092,2023-05-04 00:00:00,M&A - Whole,Completed,224.137655,Green Plains Inc. (NASDAQGS:GPRE),Green Plains Partners LP (:GPP),Oil and Gas Storage and Transportation,50.2,5.72692716288893,49.666,224.137655,Yes,11.18,,United States and Canada,Green Plains Inc. (Public Company),,energy
"Holly Energy Partners, L.P.",SPTRD2024086,2023-05-04 00:00:00,M&A - Whole,Completed,2958.999603,HF Sinclair Corporation (NYSE:DINO),"Holly Energy Partners, L.P. (:HEP)",Oil and Gas Storage and Transportation,52.0,7.59980951369828,454.496,2958.999603,Yes,13.59,,United States and Canada,HF Sinclair Corporation (Public Company),,energy
"Kinder Morgan Energy Partners, L.P.",SPTRD196190,2014-08-10 00:00:00,M&A - Whole,Completed,67272.177882,"Kinder Morgan, Inc. (NYSE:KMI)","Kinder Morgan Energy Partners, L.P. (:KMP)",Oil and Gas Storage and Transportation,88.6,4.76228601938783,5848.0,67272.177882,Yes,12.8,,United States and Canada,"Kinder Morgan, Inc. (Public Company)",,energy
"Lubelski Węgiel ""BOGDANKA"" Spółka Akcyjna",SPTRD205836,2015-09-14 00:00:00,M&A - Whole,Completed,510.011086600466,ENEA S.A. (WSE:ENA),Lubelski Wegiel Bogdanka S.A. (WSE:LWB),Coal and Consumable Fuels,64.57,1.49391713381983,194.270989574646,510.011086600466,Yes,4.29,Lubelski Wegiel Bogdanka S.A. (Public Company),Europe,ENEA S.A. (Public Company),Lubelski Wegiel Bogdanka S.A. (Public Company),energy
"Magellan Midstream Partners, L.P.",SPTRD2025726,2023-05-14 00:00:00,M&A - Whole,Completed,19109.880421,"ONEOK, Inc. (NYSE:OKE)","Magellan Midstream Partners, L.P. (:MMP)",Oil and Gas Storage and Transportation,100.0,5.57766537639159,1549.0,19109.880421,Yes,12.68,,United States and Canada,"ONEOK, Inc. (Public Company)",,energy
Martin Midstream Partners L.P.,SPTRD2088434,2024-05-24 00:00:00,M&A - Whole,Terminated/Withdrawn,661.881365,Martin Resource Management Corporation,"Cross Oil Refining & Marketing, Inc.; Martin Product Sales LLC; Martin Resource LLC; Senterfitt Holdings Inc.",Oil and Gas Storage and Transportation,84.3,0.955641603022295,,661.881365,Yes,6.57,Martin Midstream Partners L.P. (Public Company),United States and Canada,,,energy
Martin Midstream Partners L.P.,SPTRD2091466,2024-07-11 00:00:00,M&A - Whole,Announced,681.361775,"Caspian Capital, LP; Nut Tree Capital Management, LP",Martin Midstream Partners L.P. (NASDAQGS:MMLP),Oil and Gas Storage and Transportation,100.0,0.942201887828265,119.536,681.361775,Yes,5.7,Martin Midstream Partners L.P. (Public Company),United States and Canada,,Martin Midstream Partners L.P. (Public Company),energy
NuStar Energy L.P.,SPTRD2063219,2024-01-22 00:00:00,M&A - Whole,Completed,7359.035255,Sunoco LP (NYSE:SUN),NuStar Energy L.P. (:NS),Oil and Gas Storage and Transportation,100.0,4.19527876613876,719.168,7359.035255,Yes,8.83,,United States and Canada,Sunoco LP (Public Company),,energy
